place_id,Restaurant Name,Google Review Ratings,Reviews,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
ChIJZXWDPcYZ2jERTnbzNEZ_hDE,Araya,5,"I was pleasantly surprised by everything here, I did expect a great dinner but this was a very memorable evening! It was intimate, elegant, fun and absolutely every dish was perfectly executed.
The Chilean ingredients are displayed, and explained as I was sitting down. Biggest surprise on display was the skin, that actually was the dried Chilean seaweed, Cochayuyo. From start to end every dish had its own personality, and every time I thought that it couldn’t be better. I always get asked for my favourites, and it’s nearly impossible to say. The Picana, Wagyu with chimichurri was perfect, just like the Kinki fish.
The green ceviche Hokkaido scallops, botan ebi, leche de tigre sorbet with ginger jelly was another plated love that I felt like licking when I was done. There was so many dishes, and all equally scrumptious. And then the desserts, 3 of them where the main dessert Antártica was like a luxurious Ben & Jerry’s. Lost for words.
The interior reminds me about a private club, its dark and intimate and the guests are feeling at home directly. Perfect service. I wanna go back already. Araya was awarded with a star after eight months. I am sure more will come!",good,0.403,excellent,0.5722,excellent,0.9974,4,5,5
ChIJZXWDPcYZ2jERTnbzNEZ_hDE,Araya,4,"Here at the world’s first and only Michelin-starred Chilean restaurant, featuring Japanese techniques and ingredients.

We opted for LIGHT LUNCH ($88):

🥖 MARRAQUETA
Classic pan chileno, served with artisanal merkén and cochayuyo butters flown in from Uruguay to ensure quality and consistency.

ENTRADAS / STARTERS
🍅 TOMATE
Tomato mousse, gazpacho, cucumber, smoked eel
• We unanimously thought this was the best dish of the whole meal! Very refreshing and well-balanced in seasoning.
🐟 HAMACHI CEVICHE (+$15)
Cured amberjack, pickle radish, leche de tigre
• Not sure why this tasted a bit fishy to me.

CHEF’S FAVOURITE SNACKS (ADD-ON)
🐄 EMPANADA (+$12)
Wagyu beef, pebre
• Decent dish, but
🦀 CHAWANMUSHI (+$24)
King crab, grilled corn, merkén
• This came with the cutest utensil rest in the shape of a crab.

MAINS
🐓 ESCABECHE DE POLLO
French chicken in sherry vinegar emulsion, oca and quinoa stew, ballotine
• The chicken roulade served on a skewer was surprisingly tender and juicy.
🐄 PICAÑA (+$28)
Grilled Wagyu beef rump cap, cochayuyo chimichurri
• On the other hand, this would have been better without the skewer. It was dry and bland, so I didn’t finish it.

🍚 CHORIZO RICE
Koshihikari rice, chorizo
• Initially thought it was a side, but this Japanese rice dish was a course on its own.

🌽 MAÍZ
Corn ice cream, rice pudding, 76% dark chocolate
• The meal ended as strong as it started. We thought it was strips of pasta but it’s more like tuile. Topped with popcorn and foam, it wasn’t overly sweet.

🍫 ARTISANAL CHOCOLATE GIFT BOX ($88)
Preorder required. I’m still working my way through the box.",good,0.7582,excellent,0.6619,good,0.9789,4,5,4
ChIJZXWDPcYZ2jERTnbzNEZ_hDE,Araya,5,Amazing culinary experience with great service from the team! Took my husband there for his birthday and we were not disappointed! Menu is very unique and different from others. Will definitely visit again!,excellent,0.7617,excellent,0.9943,good,0.9969,5,5,4
ChIJZXWDPcYZ2jERTnbzNEZ_hDE,Araya,3,"Alguna vez te has enamorado de un país que nunca has visitado?
Yo me enamoré de Chile después de ver la película A un metro de ti.
Un país alargado, misterioso y hermoso, donde los pingüinos y el desierto conviven.
Pero también, un país muy lejano.
Cuando estaba en mis veintes, no podía ir porque no tenía dinero.
Y ahora que soy mayor, no puedo ir porque no tengo tiempo.
Es mi amor imposible, mi amor lejano.

Así que cuando descubrí Araya, no tuve otra opción que hacer una reserva.
Me sentí feliz de poder sentir a Chile desde Singapur,
y fue un momento en el que despertó el amor que había olvidado por ese país.

---
For those who are very sensitive to alcohol like me,
I’d recommend skipping the chicha —
I didn’t feel very well for about an hour after drinking it.",poor,0.7272,poor,0.3702,terrible,0.325,2,2,1
ChIJZXWDPcYZ2jERTnbzNEZ_hDE,Araya,5,"Superb friendly service with the chef came to explain the bread starter
Lovely chile butter
Ceviche fish was amazing
For me the chocolate dessert was the winner",good,0.0204,excellent,0.9361,good,0.2416,4,5,4
ChIJZXWDPcYZ2jERTnbzNEZ_hDE,Araya,5,First time trying Chilean food. Great taste and unique experience. Fantastic service and nice ambience too.,good,0.6601,excellent,0.9646,good,0.9991,4,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,煎餅好吃，價格實惠，值得一訪，260222,good,0.4464,excellent,0.5097,good,0.4413,4,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,3,"Tastewise, i mean it's ok but michelin? I am not too sure.",poor,0.7086,poor,0.1397,poor,0.7586,2,2,2
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,3,"Auntie was very nice but, unfortunately, the peanut pancake tasted stale and bland.",poor,0.7863,poor,0.4105,poor,0.997,2,2,2
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"The pancake in curry pok style must try. I remember this in the 90s in the hawker centres , still got the old school mjk smell and made fresh on the spot. Favours: Peanut, red bean and coconut…",good,0.1518,good,0.0231,good,0.673,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Oats pancake that is pillowy, chewy and fragrant. Run by a wonderfully kind couple who are always all smiles. Thoroughly enjoy the pancakes. (the pancakes almost have this slightly sweet and nostalgic pillowy bite abit like the McDonald's hotcakes - in a good way!)",good,0.6019,good,0.9288,good,0.9986,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"My absolute favourite pancakes, they are simple and delicious. The uncle and auntie are so kind and friendly, they deserve every success!!",excellent,0.7243,good,0.9812,good,0.9989,5,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,Very clean stall and friendly service. MJK taste delicious too.,good,0.9348,good,0.9987,good,0.9987,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,Absolutely love this min Jiang kueh stall! Served old school pancakes that made me feel the sense of nostalgia. Uncle was really friendly too hehe! Congrats on the Michelin!,good,0.8634,excellent,0.9841,good,0.9908,4,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,Nice and friendly couple selling pancake. Pancake was nice and fluffy and still warm.,good,0.9399,good,0.9938,good,0.9954,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"the pancake was so good, much more than what I expected. Just wanted a small dessert after lunch. Uncle and aunty were super friendly and fast with their service :)",excellent,0.5889,excellent,0.9979,good,0.996,5,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,Absolutely delicious pancakes with just the right amount of sweetness.,average,0.8102,excellent,0.3645,good,0.9983,3,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,Very traditional freshly made peanut pancake! Have been patronising them for years now and the taste has always been very consistent. Price is reasonable and a good breakfast choice.,good,0.9978,good,0.442,good,0.9892,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Great pancakes, softer than what you usually can find. Price is affordable and good service too! Will definitely be back!",good,0.9987,excellent,0.9346,good,0.9989,4,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Superior!!!! My favourite clam-shaped pancakes - each time I come here I dapao like 10pcs or more 🤣 Best are the red bean and peanut! Their red bean tastes very different from other spots, almost chocolatey in some way (could be homemade!). The pancake batter is truly the best - a little salty to offset the sweetness of the fillings.

The owners are very nice and friendly too!",good,0.5087,excellent,0.849,good,0.975,4,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Pranced upon this stall in old airport food center. Wasn’t expecting much and decided to get one as a snack. But i was pleasantly surprised on how good it tasted considering it said vegetarian oat pancake. It was chewy, crunchy texture, and not very sweet. The uncle was very friendly and the service was quick and good. The peanut MJK was 1.30 and priced quite affordably. Honestly, would prefer this over munchi due to being less sweet.",good,0.9979,excellent,0.9978,good,0.9982,4,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Old Airport Road Hawker Centreにある麥煎糕のストール。
麥煎糕(粿)は麵煎粿、曼煎粿、麥仔煎などとも呼ばれる華南地区、台湾、マレーシアやシンガポール、インドネシアで食べられているトラディショナルなパンケーキで、この店ではピーナッツ入りに加えてココナッツや紅豆、チーズ入りのものも販売している。
お店の方によると、20年以上ここでご商売されているとのこと。
持ち帰っても良いが、近くのコーヒーストールで飲み物を買ってその場で食べるのも楽しい。",good,0.3118,good,0.3239,good,0.3171,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,4,Good and ok.,average,0.9647,good,0.9177,good,0.948,3,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,Lovely pancakes served by a friendly uncle.,average,0.9241,good,0.9839,good,0.9968,3,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Nice oats pancake. The coconut filling one taste good, not sweet, and it is chewy.",good,0.5356,good,0.1007,good,0.996,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Uncle and auntie’s stall is the epitome of what a hawker stall is to me.

They retain the old school taste of mjk with some new flavors. (Granted, I always go for redbean😂)
I love the buttery fluffy texture of the folded mjk, and having tried a few other stores that do it the same style, I find myself coming back to uncle and auntie’s stall.

Uncle is always smiling and so gentle, making notes on the mjk with the filling or on the bag as to which flavour is which, when you buy more than one.",good,0.847,good,0.819,good,0.9682,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"Old school pancake with good ol’ fillings - love the ‘shell’ looking pancake, skin was soft and had a nice bite even after leaving it for some time. Red bean, pandan and cheese are my faves!",good,0.5828,good,0.1942,good,0.9974,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,"I've tried several of these pancakes over the years and they have always been really good! The pancake mix, in my opinion, is the perfect mix of savoury, chewy, and a hint of acid, always cooked just right; fillings are always fairly pleasant.

I do like the 'curry-puff' style, great with a cup of coffee or tea. My personal preference is the cheese one, but all of them are great! It always feels a bit nostalgic sitting down, eating one of these, and watching the world go by.

Highly recommended!",good,0.9065,good,0.4454,good,0.9975,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,3,"1.20 for a micro peanut pancake. Disappointed because a peanut pancake is supposed to be filling. Not to mention the peanut fillings are a little too loose and sparse. Saving grace was because it was fresh and hot.

Order the crescent shaped one. That one looks more normal sized.",poor,0.8639,poor,0.2048,poor,0.8735,2,2,2
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,5,The pandan one was freshly made!,excellent,0.5799,excellent,0.3871,good,0.887,5,5,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,4,"Before we left the Food Centre, wifey felt like eating Oats Pancake (麦煎粿) from Aunty Oats Pancake Stall.

Those in the short queue were apparently regular customers, who seemed “like friends” to the elderly stall holder.

We bought the peanut filling pancakes @ $1.20 each. There were 8 others with interesting fillings - red bean, coconut, chocolate, cheese, lotus paste, pandan, salted bean and coffee.

When we reached home, the peanut pancake seemed a little damp, possibly because they were packed in plastic bag. Nevertheless, it was tasty although one (out of 4 pieces) was a little hollow inside; less crushed peanuts, had to be wifey’s piece🤣.",good,0.7174,good,0.2858,good,0.9087,4,4,4
ChIJv08VTj8Y2jERmNIY1jFBOZU,Aunty Oats Pancake,1,"wish I took a photo of the misery that this MJK was but  have never seen one done so bad & so sad 🤯😥🤕
so UNGENEROUS it was almost nonexistent, but also just really badly done pancake.
V limpy, super thin (think McD’s hotcakes thickness & without its density), barely risen, but the rectangle slice was also cut extremely small, & bc of the super little peanuts/sugar stuffing, it was as good as eating a plain pancake & you’d think maybe random bits of peanut got in 😳
it was $1.20…… but hardly worth 1/4 of its price even 😣😞
Have never seen MJK done this badly agh",poor,0.9799,terrible,0.498,poor,0.9851,2,1,2
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,Can try,average,0.9225,excellent,0.6758,good,0.8531,3,5,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,"I only had the mutton meat soup. Got to say I taste a little richer than the usual ones and is noticeably less salty as well. The flavour is still there so many they did not add MSG or similar. Mutton meat wise, I would say the portion of meat within the soup is acceptable and they are all tender with even mix of lean and fatty meats. No strong mutton bad taste which is good.",good,0.7366,good,0.3676,good,0.9911,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,5,"Món ăn rất ngon, chỉ là cá nhân mình thích ăn thịt nhiều hơn, phần xương chân dê hơi nhiều xương nên mình không quen. Được giới thiệu là best seller nên gia đình mình ăn thử. Sẽ quay lại vào lần sau!",good,0.5371,good,0.4123,good,0.7848,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,2,"Inconsistent in their soup. 50% will be good and 50% will be bad. Used to be my favorite but since the Michelin, standard drop a lot. Once is full of only yellow turmeric taste & another time is watery as I guessed they added water to the soup in order to sell more at night. Water added in the pic shown as after a while, can see a layer of water.",poor,0.7654,poor,0.4321,poor,0.7453,2,2,2
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,Good food,average,0.9684,excellent,0.8023,good,0.9945,3,5,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,2,"I feel like I just spent 13$ on a bones' soup. The flavour is okay but not worth the hype in my opinion. The bread is industrial.
Good if you need to build the bones temple.",poor,0.9836,poor,0.0508,good,0.9124,2,2,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,5,"We saw a video about this place and went last Saturday for lunch. We reached pretty early so there wasn't much queue. The mutton soup is super tasty! I would definitely go back for more. It is more like a curry but very mildly spiced so you can have it plain as well. They do serve it with bread, but better take your own as you need more :)",good,0.7509,excellent,0.6406,good,0.9981,4,5,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,2,"Purposely drove here to eat the michellin rated Mutton soup.
Soup is at most average only.
( hiag rd or upper boon keng has better mutton soup)
Biryani rice is room temperature and stick together,  not much flavours.
Mutton is dry.
The good things is: the staffs is friendly and portion is a lot for $8.
One more, achar is good.

Personally, won't come back again.",good,0.6793,good,0.6013,good,0.8292,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,"Great tasting soup, meat is tender..worth queuing...",good,0.9097,good,0.5545,good,0.9987,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,5,The lamb shank biryani is pricey but incredible! Some might even say revelatory. Biryani like you've never had before. I kid you not.,poor,0.0717,excellent,0.1426,excellent,0.7258,2,5,5
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,It was good.,average,0.9367,excellent,0.9326,good,0.9846,3,5,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,1,"Service okay. But bro, ordered chicken briyani and you serve this kind of rice you sure anot? No standard. Better close shop, don’t recommend order from them",average,0.4141,average,0.5333,average,0.6923,3,3,3
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,今天我们上海交通大学新加坡🇸🇬校友会夜徒植物园，顺道来解馋😋羊肉汤🥣,good,0.4754,good,0.4742,good,0.3264,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,"It was a hot evening and it may had affected my appetite.  This stall is unique for its variety of mutton soup.  I tried only the mutton meat.  It was good, but I expected a stronger taste.  It was full of meat for $15. I probably prefer that it has more soup for better balance.",good,0.572,good,0.0395,good,0.9679,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,"Ordered mixed mutton for $15. Honestly I dunno what parts are in inside besides there are no tongue and brain.

Godly
Collagen on leg. Just melt out when u suck. Soaked in broth of goodness great feel!

Pro
Taste. Honestly this is the most mild mutton soup I have. If you can't take strong mutton smell or herbal taste this is for u. Soup is flavorful and not watery which is surprising how pleasant all of this made the mutton taste. All without the gamyness

Texture. Intestine are chewy and not rubbery. Meat can be a bit tough but not unusual and is acceptable. Jaw not tired.

Cons
No straw nor chili. Honestly how am I suppose to suck the bone marrow out?

Pro tips use the back of your fork to get to the bone marrow. You are welcome.",good,0.8619,good,0.1987,good,0.9827,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,3,Went there for the first time with my friends for dinner after our event to experience an ordinary bowl of mutton soup. I was expecting something special since it has been much raved about. And what was unexpected was the service staff or the 'son' of the stall didn't even to spend a little of time to introduce the different options (upsell) he has when I later noticed that I could have ordered a mixed bowl with tripes and other innards which would be more expensive. Maybe because I'm a local Chinese and beside me was a native Chinese seemingly didn't know how to appreciate a bowl of mutton soup. The sheer lack of warm and passion was apparent in service.,poor,0.949,excellent,0.5671,good,0.8303,2,5,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,"Delicious mutton soup. Meat is tender and not gamey. Soup was really good but wasn't as thick and rich as I expected. Portion wise, ok for the price.",good,0.9896,good,0.1462,good,0.9986,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,"Travelled a fair bit to try the mutton soup after seeing the CNA show. Tried the meat, tendon and tongue ones. The soup was thick and flavourful, but tbh I still prefer my usual one at upper boon keng where I can taste more spices. A plus side is that they offer free refill of the soup, which a big plus since u get to end the meal with the steaming hot soup (otherwise not much is left for drinking after u finish dipping with bread). A good mutton soup if ur in the area, but i m not sure if its worth traveling a long way for.",good,0.8125,good,0.5789,good,0.9933,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,3,Mutton leg soup only comes with bone. Please don’t try. Better to get other soup options. Soup tastes good.,good,0.2098,good,0.05,good,0.8113,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,3,"I was looking forward to eating the famous mutton soup which apparently was the reason for the Michelin star award. There's a large variety of mutton parts some of which are not easy to find elsewhere and that's their advantage and the meat itself and portions are average. But the main downside is the taste of the soup itself. I'm sure this is not the original recipe that was passed down from the grandfather to the father and now the son. Or maybe it's the lack in experience and knowledge of how much the amount of ingredients or spices which goes into the soup which is not the special amount anymore.
Bottom line, if you are in the area and craving for mutton soup it's okay I guess. But definitely not worth going all the way here just to buy it.",good,0.3639,good,0.0855,good,0.9683,4,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,5,"Really good mutton soup, super tasty and the meat is so soft. Got to be one of the best in Singapore and the reason why i take statin.",good,0.4185,excellent,0.1077,excellent,0.9986,4,5,5
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,4,"Tried the super popular mutton soup, waited 45min in the queue at 2pm! its the longest queue in this place. the food was v good, strong mutton smell and taste but not as rich tasting as i expected. almost tasted too diluted. so it was a good dish but not a great one. however the meat is cook to perfection, thats a standout. All good but the v tiring queue... theres also v good alternatives like nasi lemak.",average,0.1133,good,0.0731,good,0.9852,3,4,4
ChIJv4Mk4QYa2jER3mvQRS4vAMA,Bahrakath Mutton Soup,5,"To quote Anthony Bourdain, this is “deep roots”.",excellent,0.0723,good,0.075,good,0.4113,5,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,The food was amazing and the service was even more pleasant . Thanks to Rose and Satya,good,0.6628,good,0.9857,good,0.9982,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"Great surprise for my wife’s birthday !
Nice food, French touch and great service !",good,0.5583,good,0.9918,good,0.9974,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Fantastic experience at this restaurant. Greta food and drink but special attention to Sahra (think that is spelt correctly) and Rose - our waiters who went above and beyond to make sure we had a great experience.,excellent,0.545,excellent,0.982,good,0.9959,5,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"Location so nice easy to find staff is friendly especially rose , Emily sajiyah help us to decide what is food to be get and try what food u have beef so tender and delicious also the tuna so I will come more often",good,0.8653,good,0.9991,good,0.9963,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Cuisine très bonne. Très bon service. Je recommande,good,0.7977,good,0.7107,good,0.9744,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"Randomly walked in for dinner as I was in the area. Lovely service by Rose and Satya. They took care of my 4 year old kid well too. Food was just as amazing. Had the Snail Flambee, Bone Marrow, Beef Wellington, and Wagyu Striploin.",good,0.651,good,0.9498,good,0.9954,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"Experiência excelente, muito bem atendidos pela Rose, a comida estava perfeita e a sobremesa um sonho. Vale a pena voltar mil vezes",good,0.5696,excellent,0.9769,excellent,0.9798,4,5,5
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Fantastic food with perfect service from Nancy and Sateaya,excellent,0.8573,excellent,0.9867,excellent,0.9988,5,5,5
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Amazing Satia and beautiful rose were very attentive throughout our meal. The service they gave us were very professional. Food wise was very good and really enjoy our meal. 👍,good,0.6746,good,0.9979,good,0.9977,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"Excellent lunch and dinner location in Tanjong Pagar area.
The food is excellent and Rose, who served our food and drinks made sure we have a wonderful experience.

Great place to hangout , meet friends and enjoy great company .",excellent,0.8589,excellent,0.9639,good,0.9988,5,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Yemekler çok hızlı  lezzetli ortam ambiyans çok güzel gerçekten michelin yıldızını hak ediyor,good,0.4716,good,0.4532,good,0.6231,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Great service and a wonderful dining experience,excellent,0.8941,excellent,0.9705,good,0.9973,5,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Celebrated my bday here and was served by rose and sara! Amazing service and appreciate the bday dessert :)),good,0.6736,excellent,0.9712,good,0.9676,4,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Perfekt zubereitetes elsässisches Cordon bleu mit viel drum herum.,poor,0.8542,good,0.6894,good,0.9521,2,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Food was very good. I ordered the beef Wellington and it was tasty. Satia and team was also nice enough to offer a complimentary mango desert on top of the chocolate foundry and creme brûlée. Thanks for the wonderful meal.,good,0.8249,good,0.5402,good,0.9989,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"Came here many times, my favourite steak house. love the steak selection and the always excellent and efficient services.

Beef tartare is my favourite. And we ordered the beef platter for 4 of us.

Btw, the waitress was attentive and friendly, gave my daughter a free birthday dessert. Thanks!",good,0.6321,excellent,0.9986,good,0.9695,4,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Şimdiye kadar gördüğüm en iyi mekan..Tüm çalışanları sahiplerini tebrik ederim,good,0.4151,good,0.366,good,0.7586,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Rekka is amazing! Enjoyed our time immensely here !,excellent,0.797,excellent,0.9603,excellent,0.9886,5,5,5
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"the service and food is really great here! we have visited this place many times and the food has never disappoint us :) the beef wellington is really nice. thanks to Sathia, Sara and Nicola for their great service!",excellent,0.8536,excellent,0.9827,good,0.9981,5,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"Great service from Satia, Sara and Nicola, great steak and wellington, always come back every few months to enjoy the food here.",good,0.5787,excellent,0.9608,good,0.9988,4,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Fantastic place. Nico’s team and he himself have done excellent job,excellent,0.7463,excellent,0.9311,good,0.4748,5,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Emily service is good. Friendly staff and the food is good. They are good in beef.,good,0.8168,good,0.9989,good,0.9924,4,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,One of the greats. Shout out to Satia for helping us out,excellent,0.7708,good,0.9824,good,0.8543,5,4,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"It was a pleasure to have dinner at this restaurant due to the excellent food and attentive staff. We were greeted warmly and seated to our table by our waitress, Rose. Throughout the meal,  Rose was very responsive and keen to help us. The food was delicious, the Lamb 4 ways with cous cous was a triumphant. There was a very good range of wines in a variety of price brackets. If you are looking to experience some outstanding french cuisine in  SG, this is the restaurant for you!",good,0.938,excellent,0.9996,good,0.9985,4,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"przemiła obsługa i pyszne jedzenie - polecam kelner Jack bardzo pomocny.
polecamy",good,0.3611,excellent,0.2324,good,0.53,4,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,Beautiful steak at reasonable prices! Crust was v tasty and meat was v tender! 🤩,good,0.9974,excellent,0.7235,good,0.9984,4,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,"We had a really good time for dinner with clients! The food was tasty and really good quality! Somehwy, the staff were even better! Sri, Sara, Daisy and Rose took good care of us and I would definitely recommend this place to others!",excellent,0.7863,excellent,0.9953,good,0.9993,5,5,4
ChIJKZoOX2sZ2jERhJqFXCG1oAw,Bar-Roque Grill,5,We went there to have dinner . End up with amazing service by Rekka and Sara with nice view and amazing food,excellent,0.6321,excellent,0.9808,good,0.9975,5,5,4
ChIJpf2Iv9kZ2jER87KuaXAPp84,Beach Road Fish Head Bee Hoon,5,"Bought tom yum ban mian with added fish. Wow, portion is so generous and soup is so flavourful! Will continue to support!!",good,0.6792,excellent,0.6452,good,0.9984,4,5,4
ChIJpf2Iv9kZ2jER87KuaXAPp84,Beach Road Fish Head Bee Hoon,5,"My dad and II have been eating at this stall for many years, from beginning where there's not many customers to snaking queue, owners recognised me in the bus when I have no clue beginning (I haven't been going to market for years) eat while you still can, owner said he has no intention of passing down to his son",poor,0.3667,good,0.1445,good,0.803,2,4,4
ChIJpf2Iv9kZ2jER87KuaXAPp84,Beach Road Fish Head Bee Hoon,4,"One of the best fish soup around, fresh and reasonably thick sliced toman fish 生鱼 (sheng yu) in tasty sweet broth.  Ordered 鸳鸯(yuan yang) S$7, combination of sliced fish and fried fish pieces with bee hoon in soup.  Otherwise, any one type would be just $5.50.
Waited in queue ~50 mins with roughly 8 other in front of me.  Reasons for the long wait due to several “regular” patrons known to the stall owner allowing express service without need for queuing.  That’s rather awful to all standing in the queue looking 👀 on… Plus this stall can be closed on their stipulated operating days too, so count your very best luck!",poor,0.2137,terrible,0.2829,good,0.8541,2,1,4
